DataLoader: found 20 files matching finewebedu10B/finewebedu_train_*.bin
/workspace/nanoGPT_1GPU_SPEEDRUN/train_gpt2_3060ti.py:307: UserWarning: The given buffer is not writable, and PyTorch does not support non-writable tensors. This means you can write to the underlying (supposedly non-writable) buffer using the tensor. You may want to copy the buffer to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at /pytorch/torch/csrc/utils/tensor_new.cpp:1581.)
  return torch.frombuffer(f.read(), dtype=torch.uint16)[256*2:]
DataLoader: found 1 files matching finewebedu10B/finewebedu_val_*.bin
Running in BF16 mode (no FP8 - RTX 3060 Ti)
Run ID: a99f82f1-58ad-45e4-9678-f42e8b823970
GPU: RTX 3060 Ti (8GB)
Config: batch_size=8, seq_len=12288, iters=7000
Tokens per step: 98,304
Total tokens: 688.1M
Val every 250 steps, checkpoint every 500 steps

Step	Loss	ValLoss	Time(ms)	kt/s	Window	ETA(m)
5307	3.984		3154	31.2	1280	89.0
5308	3.766		3059	32.1	1280	86.3
5309	3.750		2998	32.8	1280	84.5
5310	3.781		3011	32.6	1280	84.9
5311	3.766		3060	32.1	1280	86.2
5312	3.484		3036	32.4	1280	85.5
5313	3.625		3027	32.5	1280	85.2
5314	3.938		3057	32.2	1280	86.0
5315	3.578		3088	31.8	1280	86.8
5316	3.703		3052	32.2	1280	85.7
5317	3.641		3032	32.4	1280	85.1
5318	3.625		2986	32.9	1280	83.8
5319	3.562		3053	32.2	1280	85.6
5320	3.672		3064	32.1	1280	85.9
5321	3.625		3009	32.7	1280	84.3
5322	3.656		3044	32.3	1280	85.2
5323	3.844		3088	31.8	1280	86.4
5324	3.625		3071	32.0	1280	85.8
5325	3.766		3008	32.7	1280	84.0
5326	3.625		3044	32.3	1280	85.0
5327	3.672		3118	31.5	1280	87.0
5328	3.719		3027	32.5	1280	84.4
5329	3.734		2998	32.8	1280	83.5
5330	3.625		3051	32.2	1280	85.0
5331	3.312		3080	31.9	1280	85.7
5332	3.594		3050	32.2	1280	84.9
5333	3.406		3099	31.7	1280	86.2
5334	3.578		3086	31.9	1280	85.8
5335	3.312		3170	31.0	1280	88.0
5336	3.641		3040	32.3	1280	84.4
5337	3.562		2986	32.9	1280	82.8
5338	3.406		3074	32.0	1280	85.2
5339	3.578		3057	32.2	1280	84.7
5340	3.531		3072	32.0	1280	85.0
5341	3.578		3111	31.6	1280	86.1
5342	3.906		3195	30.8	1280	88.3
5343	3.812		3007	32.7	1280	83.1
5344	3.734		3020	32.6	1280	83.4
5345	3.578		3029	32.5	1280	83.6
5346	3.781		3030	32.4	1280	83.6
5347	3.719		3183	30.9	1280	87.7
5348	3.500		3077	32.0	1280	84.8
5349	3.656		3022	32.5	1280	83.2
5350	3.578		3001	32.8	1280	82.6
5351	3.875		3071	32.0	1280	84.5
5352	3.781		3081	31.9	1280	84.7
5353	3.609		3110	31.6	1280	85.4
5354	3.578		3028	32.5	1280	83.1
5355	3.625		2974	33.1	1280	81.6
5356	3.922		3050	32.2	1280	83.6
5357	3.812		3019	32.6	1280	82.7
5358	3.781		3015	32.6	1280	82.6
5359	3.766		3014	32.6	1280	82.5
5360	3.797		3029	32.5	1280	82.8
5361	3.609		3001	32.8	1280	82.0
5362	3.516		3097	31.7	1280	84.6
5363	3.453		3109	31.6	1280	84.9
5364	3.672		3061	32.1	1280	83.5
5365	3.766		3087	31.8	1280	84.2
5366	3.609		3023	32.5	1280	82.4
5367	3.703		3002	32.7	1280	81.8
5368	3.719		3005	32.7	1280	81.8
5369	3.609		3071	32.0	1280	83.5
5370	3.688		3074	32.0	1280	83.6
5371	3.531		3080	31.9	1280	83.7
5372	3.875		3052	32.2	1280	82.9
5373	3.812		3014	32.6	1280	81.8
5374	3.344		3109	31.6	1280	84.3
5375	3.578		3026	32.5	1280	82.0
5376	3.859		3076	32.0	1280	83.3
5377	3.422		3068	32.0	1280	83.1
5378	3.703		3016	32.6	1280	81.6
5379	3.578		3130	31.4	1280	84.6
5380	3.516		3067	32.0	1280	82.9
5381	3.516		3021	32.5	1280	81.6
5382	3.672		2999	32.8	1280	80.9
5383	3.375		3023	32.5	1280	81.5
5384	3.703		3044	32.3	1280	82.0
5385	3.438		3099	31.7	1280	83.5
5386	3.391		3052	32.2	1280	82.1
5387	3.484		3038	32.4	1280	81.7
5388	3.750		2956	33.3	1280	79.5
5389	3.469		2987	32.9	1280	80.3
5390	3.828		3050	32.2	1280	81.9
5391	3.531		3104	31.7	1280	83.3
5392	3.594		3060	32.1	1280	82.1
5393	3.672		3074	32.0	1280	82.4
5394	3.469		3086	31.9	1280	82.7
5395	3.547		3099	31.7	1280	82.9
5396	3.578		2983	33.0	1280	79.8
5397	3.547		3046	32.3	1280	81.4
5398	3.531		3085	31.9	1280	82.4
5399	3.594		3100	31.7	1280	82.8
5400	3.094		3116	31.5	1280	83.1
5401	3.516		3039	32.3	1280	81.1
5402	3.562		3037	32.4	1280	80.9
5403	3.484		3026	32.5	1280	80.6
5404	3.484		3055	32.2	1280	81.3
5405	3.703		3082	31.9	1280	82.0
5406	3.609		3084	31.9	1280	82.0
5407	3.672		3002	32.7	1280	79.7
5408	3.531		3102	31.7	1280	82.4
5409	3.562		3051	32.2	1280	80.9
5410	3.719		3007	32.7	1280	79.7
5411	3.672		2994	32.8	1280	79.3
5412	3.781		3112	31.6	1280	82.4
5413	3.297		3020	32.6	1280	79.9
5414	3.297		2984	32.9	1280	78.9
5415	3.547		3069	32.0	1280	81.1
5416	3.625		3075	32.0	1280	81.2
5417	3.516		3069	32.0	1280	81.0
5418	3.453		3052	32.2	1280	80.5
5419	3.391		3045	32.3	1280	80.3
5420	3.609		3054	32.2	1280	80.5
5421	3.375		3076	32.0	1280	81.0
5422	3.516		3019	32.6	1280	79.5
5423	3.547		3099	31.7	1280	81.5
5424	3.328		3064	32.1	1280	80.5
5425	3.531		3061	32.1	1280	80.4
5426	3.766		3089	31.8	1280	81.1
5427	3.609		3040	32.3	1280	79.7
5428	3.406		3071	32.0	1280	80.5
5429	3.734		3148	31.2	1280	82.5
5430	3.469		3031	32.4	1280	79.4
5431	3.500		3083	31.9	1280	80.7
5432	3.500		2993	32.8	1280	78.3
5433	3.438		3096	31.8	1280	80.9
5434	3.688		3009	32.7	1280	78.6
5435	3.734		3016	32.6	1280	78.7
5436	3.297		3046	32.3	1280	79.4
5437	3.672		3042	32.3	1280	79.3
5438	3.609		3032	32.4	1280	79.0
5439	3.906		3053	32.2	1280	79.5
5440	3.781		3069	32.0	1280	79.9
5441	3.656		3095	31.8	1280	80.5
5442	3.641		3039	32.3	1280	79.0
5443	3.562		3031	32.4	1280	78.7
5444	3.641		2983	32.9	1280	77.4
5445	3.969		3115	31.6	1280	80.8
5446	3.984		3094	31.8	1280	80.2
5447	3.641		3041	32.3	1280	78.8
5448	3.641		3002	32.7	1280	77.7
5449	3.656		3012	32.6	1280	77.9
5450	3.688		3075	32.0	1280	79.5
5451	3.656		3086	31.9	1280	79.7
5452	3.469		3073	32.0	1280	79.3
5453	3.672		3037	32.4	1280	78.4
5454	3.750		3080	31.9	1280	79.4
5455	3.641		3078	31.9	1280	79.3
5456	4.125		3053	32.2	1280	78.6
5457	4.219		3134	31.4	1280	80.6
5458	3.547		3100	31.7	1280	79.7
5459	3.672		3030	32.4	1280	77.9
5460	3.750		3074	32.0	1280	79.0
5461	3.625		2977	33.0	1280	76.4
5462	3.750		3060	32.1	1280	78.5
5463	3.828		3044	32.3	1280	78.0
5464	3.750		3038	32.4	1280	77.8
5465	3.688		3022	32.5	1280	77.4
5466	3.734		3063	32.1	1280	78.4
5467	3.719		3025	32.5	1280	77.3
5468	3.781		3055	32.2	1280	78.1
5469	3.656		3139	31.3	1280	80.1
5470	3.781		3072	32.0	1280	78.4
5471	3.656		3110	31.6	1280	79.3
5472	3.750		3017	32.6	1280	76.9
5473	3.656		2996	32.8	1280	76.3
5474	3.812		3032	32.4	1280	77.2
5475	3.719		3050	32.2	1280	77.6
5476	3.734		3031	32.4	1280	77.0
5477	3.719		2959	33.2	1280	75.2
5478	3.719		3009	32.7	1280	76.4
5479	3.844		3054	32.2	1280	77.5
5480	3.703		3022	32.5	1280	76.6
5481	3.609		3073	32.0	1280	77.8
5482	3.609		3030	32.4	1280	76.7
5483	3.688		3076	32.0	1280	77.8
5484	3.766		3060	32.1	1280	77.4
5485	3.766		3076	32.0	1280	77.7
5486	3.562		3044	32.3	1280	76.9
5487	3.406		3066	32.1	1280	77.4
5488	3.625		3096	31.7	1280	78.1
5489	3.625		3093	31.8	1280	77.9
5490	3.797		3059	32.1	1280	77.0
5491	3.781		3000	32.8	1280	75.5
5492	3.969		3056	32.2	1280	76.9
5493	3.562		3022	32.5	1280	75.9
5494	3.672		3061	32.1	1280	76.9
5495	3.859		3036	32.4	1280	76.2
5496	3.797		3054	32.2	1280	76.6
5497	3.969		3073	32.0	1280	77.0
5498	3.328		3069	32.0	1280	76.9
5499	3.781		3029	32.5	1280	75.8
5500	3.484		3151	31.2	1280	78.8
5501	3.562	3.633	3006	32.7	1280	75.2
Saved checkpoint at step 5500
5502	3.578		5758	17.1	1280	143.8
5503	3.469		2994	32.8	1280	74.7
5504	3.688		2989	32.9	1280	74.6
5505	3.531		3075	32.0	1280	76.7
5506	3.766		3044	32.3	1280	75.8
5507	3.750		3077	31.9	1280	76.6
5508	3.609		3050	32.2	1280	75.9
5509	3.641		2984	32.9	1280	74.2
5510	3.719		3046	32.3	1280	75.7
5511	3.781		3011	32.6	1280	74.8
5512	3.641		3061	32.1	1280	76.0
5513	3.609		3035	32.4	1280	75.3
5514	3.672		2995	32.8	1280	74.2
5515	3.609		3018	32.6	1280	74.7
5516	3.672		3069	32.0	1280	76.0
5517	3.531		3029	32.5	1280	74.9
5518	4.000		3119	31.5	1280	77.1
5519	3.516		3096	31.7	1280	76.5
5520	3.703		3058	32.1	1280	75.5
5521	3.531		3096	31.7	1280	76.4
5522	3.250		3099	31.7	1280	76.4
5523	3.562		3028	32.5	1280	74.6
5524	3.641		3002	32.7	1280	73.9
5525	3.625		2971	33.1	1280	73.1
5526	4.062		3131	31.4	1280	77.0
5527	3.656		3067	32.0	1280	75.4
5528	3.719		3036	32.4	1280	74.5
5529	3.625		2997	32.8	1280	73.5
5530	4.125		3159	31.1	1280	77.5
5531	3.500		3017	32.6	1280	73.9
5532	3.938		3032	32.4	1280	74.2
5533	3.500		3040	32.3	1280	74.4
5534	3.656		3052	32.2	1280	74.6
5535	3.328		3032	32.4	1280	74.1
5536	3.828		3046	32.3	1280	74.4
5537	3.547		3059	32.1	1280	74.6
5538	3.516		3122	31.5	1280	76.1
5539	3.734		3048	32.3	1280	74.3
5540	3.672		3027	32.5	1280	73.7
5541	3.719		3097	31.7	1280	75.4
5542	3.672		3019	32.6	1280	73.4
5543	3.672		3079	31.9	1280	74.8
5544	3.391		3114	31.6	1280	75.6
5545	3.922		3065	32.1	1280	74.4
5546	3.422		3050	32.2	1280	74.0
5547	3.531		3037	32.4	1280	73.6
5548	3.547		3015	32.6	1280	73.0
5549	3.656		3007	32.7	1280	72.8
5550	3.781		2999	32.8	1280	72.5
5551	3.594		2982	33.0	1280	72.1
5552	3.859		3022	32.5	1280	73.0
5553	3.922		3096	31.7	1280	74.7
5554	3.625		3078	31.9	1280	74.2
5555	3.656		3055	32.2	1280	73.6
5556	3.781		3004	32.7	1280	72.4
5557	3.750		2979	33.0	1280	71.7
5558	3.703		3040	32.3	1280	73.1
5559	3.516		3005	32.7	1280	72.2
5560	3.766		3060	32.1	1280	73.5
5561	3.641		3047	32.3	1280	73.1
5562	3.719		3036	32.4	1280	72.8
5563	3.672		3081	31.9	1280	73.8
5564	3.656		3010	32.7	1280	72.1
5565	3.750		2984	32.9	1280	71.4
5566	3.641		3048	32.3	1280	72.9
5567	3.656		3044	32.3	1280	72.7
5568	3.438		3024	32.5	1280	72.2
5569	3.734		3073	32.0	1280	73.3
5570	3.578		3111	31.6	1280	74.2
5571	3.859		3063	32.1	1280	73.0
5572	3.719		2989	32.9	1280	71.2
5573	3.516		3073	32.0	1280	73.1
5574	3.531		3036	32.4	1280	72.2
5575	3.594		3083	31.9	1280	73.3
5576	3.594		3054	32.2	1280	72.5
5577	3.703		2976	33.0	1280	70.6
5578	3.484		3097	31.7	1280	73.5
5579	3.703		3075	32.0	1280	72.9
5580	3.562		3029	32.5	1280	71.7
5581	3.688		3059	32.1	1280	72.4
5582	3.703		3073	32.0	1280	72.7
5583	3.500		3065	32.1	1280	72.4
5584	3.891		3121	31.5	1280	73.7
5585	3.672		3073	32.0	1280	72.5
5586	3.703		3003	32.7	1280	70.8
5587	3.484		3090	31.8	1280	72.8
5588	3.453		3076	32.0	1280	72.4
5589	3.594		3080	31.9	1280	72.5
5590	3.688		3019	32.6	1280	71.0
5591	3.453		3052	32.2	1280	71.7
5592	3.500		3058	32.2	1280	71.8
5593	3.406		3088	31.8	1280	72.5
5594	3.531		3054	32.2	1280	71.6
5595	3.938		3046	32.3	1280	71.4
5596	3.438		3084	31.9	1280	72.2
5597	3.547		3025	32.5	1280	70.8
5598	4.031		3088	31.8	1280	72.2
5599	3.656		3090	31.8	1280	72.2
5600	3.781		3063	32.1	1280	71.5
5601	3.828		3088	31.8	1280	72.0
5602	3.922		3048	32.2	1280	71.1
5603	3.312		3063	32.1	1280	71.4
5604	3.906		3097	31.7	1280	72.1
5605	2.859		3153	31.2	1280	73.4
5606	3.531		3050	32.2	1280	70.9
5607	3.734		3018	32.6	1280	70.1
5608	3.375		3072	32.0	1280	71.3
5609	3.469		3064	32.1	1280	71.1
5610	3.812		3060	32.1	1280	70.9
5611	3.562		3037	32.4	1280	70.4
5612	3.766		3002	32.7	1280	69.5
5613	3.656		3012	32.6	1280	69.7
5614	3.750		3106	31.6	1280	71.8
5615	3.500		3074	32.0	1280	71.0
5616	3.438		3048	32.2	1280	70.4
5617	3.719		3060	32.1	1280	70.6
5618	3.484		3018	32.6	1280	69.6
5619	3.328		3022	32.5	1280	69.6
5620	3.609		3043	32.3	1280	70.0
5621	3.656		3036	32.4	1280	69.8
5622	3.703		3041	32.3	1280	69.9
5623	3.422		3052	32.2	1280	70.1
5624	3.594		3102	31.7	1280	71.2
5625	3.422		3009	32.7	1280	69.0
5626	3.750		3058	32.1	1280	70.1
5627	3.578		3072	32.0	1280	70.4
5628	3.203		3028	32.5	1280	69.3
5629	3.875		3105	31.7	1280	71.0
5630	3.219		3003	32.7	1280	68.6
5631	3.594		2994	32.8	1280	68.4
5632	3.594		3093	31.8	1280	70.6
5633	3.344		3038	32.4	1280	69.3
5634	3.547		3040	32.3	1280	69.3
5635	3.484		3081	31.9	1280	70.1
5636	3.578		3025	32.5	1280	68.8
5637	3.359		3037	32.4	1280	69.0
5638	3.641		3040	32.3	1280	69.1
5639	3.891		3163	31.1	1280	71.8
5640	3.500		3076	32.0	1280	69.8
5641	3.531		2992	32.9	1280	67.8
5642	3.203		3078	31.9	1280	69.7
5643	3.906		3061	32.1	1280	69.3
5644	3.609		3056	32.2	1280	69.1
5645	3.406		3004	32.7	1280	67.9
5646	3.422		3106	31.6	1280	70.1
5647	3.266		3071	32.0	1280	69.3
5648	3.547		2987	32.9	1280	67.4
5649	3.469		3086	31.9	1280	69.5
5650	3.562		3066	32.1	1280	69.0
5651	3.328		3041	32.3	1280	68.4
5652	3.469		3059	32.1	1280	68.8
5653	3.547		3027	32.5	1280	68.0
5654	3.297		3055	32.2	1280	68.6
5655	3.656		3069	32.0	1280	68.9
5656	3.453		3085	31.9	1280	69.1
5657	3.750		3186	30.9	1280	71.4
5658	3.688		3053	32.2	1280	68.3
5659	3.391		3027	32.5	1280	67.7
5660	3.344		2983	33.0	1280	66.7
5661	3.719		3069	32.0	1280	68.5
5662	3.938		3158	31.1	1280	70.5
5663	3.672		3132	31.4	1280	69.8
5664	3.500		3108	31.6	1280	69.3
5665	3.641		3059	32.1	1280	68.1
5666	3.781		3118	31.5	1280	69.4
5667	3.625		3040	32.3	1280	67.6
5668	3.609		3044	32.3	1280	67.6
5669	3.438		3020	32.6	1280	67.0
5670	3.422		3019	32.6	1280	67.0
5671	3.594		3021	32.5	1280	67.0
5672	3.391		3052	32.2	1280	67.6
5673	3.281		3105	31.7	1280	68.7
5674	3.375		3057	32.2	1280	67.6
5675	3.672		3143	31.3	1280	69.5
5676	3.266		3075	32.0	1280	67.9
5677	3.469		3022	32.5	1280	66.7
5678	3.469		3057	32.2	1280	67.4
5679	3.609		3046	32.3	1280	67.1
5680	3.391		3061	32.1	1280	67.4
5681	3.875		3035	32.4	1280	66.8
5682	3.734		3077	31.9	1280	67.6
5683	3.266		3091	31.8	1280	67.9
5684	3.547		3049	32.2	1280	66.9
5685	3.844		3130	31.4	1280	68.7
5686	4.156		3208	30.6	1280	70.3
5687	3.969		3052	32.2	1280	66.8
5688	3.969		3201	30.7	1280	70.1
5689	3.844		3080	31.9	1280	67.4
5690	3.828		3092	31.8	1280	67.6
5691	3.703		3073	32.0	1280	67.1
5692	3.734		3090	31.8	1280	67.4
5693	3.812		3087	31.8	1280	67.3
5694	4.250		3257	30.2	1280	70.9
5695	3.469		3059	32.1	1280	66.6
5696	3.609		3011	32.7	1280	65.5
5697	3.875		3007	32.7	1280	65.3
5698	3.766		3099	31.7	1280	67.3
5699	3.703		3017	32.6	1280	65.5
5700	3.719		3026	32.5	1280	65.6
5701	3.766		3028	32.5	1280	65.6
5702	3.703		3022	32.5	1280	65.4
5703	3.812		3084	31.9	1280	66.7
5704	3.891		3035	32.4	1280	65.6
5705	3.312		3063	32.1	1280	66.2
5706	3.828		3051	32.2	1280	65.9
5707	3.547		3037	32.4	1280	65.5
5708	3.438		3122	31.5	1280	67.3
5709	3.578		3114	31.6	1280	67.1
5710	3.828		3073	32.0	1280	66.1
5711	3.578		3072	32.0	1280	66.0
5712	3.734		3222	30.5	1280	69.2
5713	3.672		3089	31.8	1280	66.3
5714	3.703		3004	32.7	1280	64.4
5715	3.750		3072	32.0	1280	65.8
5716	3.703		3005	32.7	1280	64.4
5717	3.516		3117	31.5	1280	66.7
5718	3.609		2998	32.8	1280	64.1
5719	3.625		2983	33.0	1280	63.7
5720	3.609		3058	32.2	1280	65.3
5721	3.688		3029	32.4	1280	64.6
5722	3.500		3036	32.4	1280	64.7
5723	3.484		3054	32.2	1280	65.0
5724	4.094		3122	31.5	1280	66.5
5725	3.812		3123	31.5	1280	66.4
5726	3.469		3103	31.7	1280	65.9
5727	3.562		3042	32.3	1280	64.6
5728	4.062		3111	31.6	1280	66.0
5729	3.484		3075	32.0	1280	65.2
5730	3.844		3049	32.2	1280	64.6
5731	3.672		3007	32.7	1280	63.7
5732	3.750		3037	32.4	1280	64.2
5733	3.500		3072	32.0	1280	64.9
5734	3.469		3014	32.6	1280	63.6
5735	3.594		2988	32.9	1280	63.0
5736	3.500		3030	32.4	1280	63.9
5737	3.594		2966	33.1	1280	62.5
5738	3.438		3093	31.8	1280	65.1
5739	3.641		2957	33.2	1280	62.2
5740	3.625		3061	32.1	1280	64.3
5741	3.672		3106	31.6	1280	65.2
5742	3.734		2973	33.1	1280	62.4
5743	3.359		3041	32.3	1280	63.8
5744	3.781		3061	32.1	1280	64.1
5745	3.547		3023	32.5	1280	63.3
5746	3.703		2964	33.2	1280	62.0
5747	3.594		3068	32.0	1280	64.1
5748	3.641		3065	32.1	1280	64.0
5749	3.734		3104	31.7	1280	64.8
5750	3.781		3102	31.7	1280	64.7
5751	3.641	3.555	3020	32.6	1280	62.9
5752	3.594		3055	32.2	1280	63.6
5753	3.656		3116	31.5	1280	64.8
5754	3.797		3022	32.5	1280	62.8
5755	3.703		3027	32.5	1280	62.9
5756	3.812		2984	32.9	1280	61.9
5757	3.609		3002	32.7	1280	62.2
5758	3.609		3030	32.4	1280	62.8
5759	3.766		3022	32.5	1280	62.6
5760	3.750		2969	33.1	1280	61.4
5761	3.531		3085	31.9	1280	63.8
5762	3.625		3054	32.2	1280	63.1
5763	3.781		3040	32.3	1280	62.7
5764	3.750		3020	32.6	1280	62.3
5765	3.922		3030	32.4	1280	62.4
5766	3.688		3012	32.6	1280	62.0
5767	3.828		3052	32.2	1280	62.8
5768	4.219		3040	32.3	1280	62.5
5769	3.906		3138	31.3	1280	64.4
5770	3.547		3043	32.3	1280	62.4
5771	3.625		3080	31.9	1280	63.1
5772	3.516		3027	32.5	1280	62.0
5773	3.766		3038	32.4	1280	62.2
5774	3.531		3042	32.3	1280	62.2
5775	3.734		3035	32.4	1280	62.0
5776	3.656		3077	32.0	1280	62.8
5777	3.344		3092	31.8	1280	63.1
5778	3.688		2979	33.0	1280	60.7
5779	3.641		2978	33.0	1280	60.6
5780	3.250		3116	31.5	1280	63.4
5781	3.547		3019	32.6	1280	61.4
5782	3.766		3002	32.7	1280	61.0
5783	3.594		3009	32.7	1280	61.1
5784	3.609		3046	32.3	1280	61.8
5785	3.375		3008	32.7	1280	61.0
5786	3.500		3004	32.7	1280	60.8
5787	3.500		3039	32.3	1280	61.5
5788	3.688		3075	32.0	1280	62.2
5789	3.859		3018	32.6	1280	61.0
5790	3.609		3016	32.6	1280	60.9
5791	3.938		3057	32.2	1280	61.6
5792	3.828		2999	32.8	1280	60.4
5793	3.891		3090	31.8	1280	62.2
5794	3.562		3042	32.3	1280	61.2
5795	3.516		3023	32.5	1280	60.8
5796	3.797		3018	32.6	1280	60.6
5797	3.672		3011	32.6	1280	60.4
5798	3.828		3058	32.1	1280	61.3
5799	3.828		3161	31.1	1280	63.3
5800	3.484		3045	32.3	1280	60.9
5801	3.750		3024	32.5	1280	60.5
5802	3.766		3058	32.1	1280	61.1
5803	3.625		3018	32.6	1280	60.3
5804	3.656		3170	31.0	1280	63.2
5805	3.641		3088	31.8	1280	61.6
5806	3.562		3076	32.0	1280	61.3
5807	3.594		3119	31.5	1280	62.1
5808	3.969		3059	32.1	1280	60.8
5809	3.562		3048	32.3	1280	60.6
5810	3.672		2999	32.8	1280	59.5
5811	4.094		3200	30.7	1280	63.5
5812	3.734		3081	31.9	1280	61.1
5813	3.438		3063	32.1	1280	60.6
5814	3.891		3069	32.0	1280	60.7
5815	3.562		3089	31.8	1280	61.1
5816	3.625		3004	32.7	1280	59.3
5817	3.609		3018	32.6	1280	59.6
5818	3.609		3046	32.3	1280	60.1
5819	3.797		3074	32.0	1280	60.6
5820	3.531		2987	32.9	1280	58.8
5821	3.656		3050	32.2	1280	60.0
5822	3.703		3044	32.3	1280	59.8
5823	3.609		3029	32.5	1280	59.5
5824	3.547		3001	32.8	1280	58.9
5825	3.875		3028	32.5	1280	59.3
5826	3.547		2988	32.9	1280	58.5
5827	3.641		3047	32.3	1280	59.6
5828	3.578		2984	32.9	1280	58.3
5829	3.609		3021	32.5	1280	59.0
5830	3.578		2995	32.8	1280	58.4
5831	3.609		3029	32.5	1280	59.1
5832	3.578		3012	32.6	1280	58.7
5833	3.828		3032	32.4	1280	59.0
5834	3.547		3045	32.3	1280	59.2
5835	3.703		3088	31.8	1536	60.0
5836	3.641		3062	32.1	1536	59.4
5837	3.891		3171	31.0	1536	61.5
5838	3.641		3062	32.1	1536	59.4
5839	3.547		3107	31.6	1536	60.2
5840	3.875		3029	32.5	1536	58.6
5841	3.516		3122	31.5	1536	60.4
5842	3.641		3103	31.7	1536	59.9
5843	3.594		3278	30.0	1536	63.3
5844	3.984		3220	30.5	1536	62.1
5845	3.656		3029	32.5	1536	58.4
5846	3.609		3027	32.5	1536	58.3
5847	3.906		3167	31.0	1536	60.9
5848	3.484		3087	31.8	1536	59.3
5849	3.422		3071	32.0	1536	59.0
5850	3.609		3104	31.7	1536	59.5
5851	3.672		3036	32.4	1536	58.2
5852	3.844		3126	31.4	1536	59.9
5853	3.266		3086	31.9	1536	59.0
5854	4.000		3136	31.3	1536	60.0
5855	3.500		3043	32.3	1536	58.1
5856	3.328		3127	31.4	1536	59.7
5857	3.734		3059	32.1	1536	58.3
5858	3.562		3121	31.5	1536	59.5
5859	3.312		3222	30.5	1536	61.3
5860	3.672		3074	32.0	1536	58.5
5861	3.672		3005	32.7	1536	57.1
5862	3.297		3120	31.5	1536	59.2
5863	3.609		3091	31.8	1536	58.6
5864	3.328		3160	31.1	1536	59.9
5865	3.484		3001	32.8	1536	56.8
5866	3.203		3295	29.8	1536	62.3
5867	3.391		3163	31.1	1536	59.8
5868	3.422		3112	31.6	1536	58.8
5869	3.766		3085	31.9	1536	58.2
5870	3.703		3097	31.7	1536	58.4
5871	3.422		3063	32.1	1536	57.7
5872	3.594		3064	32.1	1536	57.7
5873	3.453		3135	31.4	1536	58.9
5874	3.594		3130	31.4	1536	58.8
5875	3.234		3081	31.9	1536	57.8
5876	3.562		3121	31.5	1536	58.5
5877	3.547		3104	31.7	1536	58.2
5878	3.328		3147	31.2	1536	58.9
5879	3.453		3088	31.8	1536	57.7
5880	3.797		3039	32.3	1536	56.8
5881	3.500		3012	32.6	1536	56.2
5882	3.375		3019	32.6	1536	56.3
5883	3.609		3126	31.4	1536	58.3
5884	3.891		3019	32.6	1536	56.2
5885	3.672		3093	31.8	1536	57.5
5886	3.406		3112	31.6	1536	57.8
5887	3.500		3120	31.5	1536	57.9
5888	3.406		3083	31.9	1536	57.2
5889	3.312		3154	31.2	1536	58.4
5890	3.250		2998	32.8	1536	55.5
5891	3.578		3117	31.5	1536	57.7
5892	3.438		3144	31.3	1536	58.1
5893	3.266		3127	31.4	1536	57.8
5894	3.219		3126	31.4	1536	57.7
5895	3.672		3103	31.7	1536	57.2
5896	3.531		3055	32.2	1536	56.3
5897	3.562		3063	32.1	1536	56.4
5898	3.281		3108	31.6	1536	57.1
5899	3.562		3105	31.7	1536	57.0
5900	3.312		3147	31.2	1536	57.7
5901	3.656		3153	31.2	1536	57.8
5902	3.672		3215	30.6	1536	58.9
5903	3.562		3135	31.4	1536	57.4
5904	3.484		3013	32.6	1536	55.1
5905	3.812		3202	30.7	1536	58.5
5906	3.688		3069	32.0	1536	56.0
5907	3.688		3095	31.8	1536	56.4
5908	3.594		3050	32.2	1536	55.6
5909	3.531		3115	31.6	1536	56.7
5910	3.531		3187	30.8	1536	57.9
5911	3.375		3034	32.4	1536	55.1
5912	3.766		3081	31.9	1536	55.9
5913	3.469		3030	32.4	1536	54.9
5914	3.359		3043	32.3	1536	55.1
5915	3.609		3089	31.8	1536	55.9
5916	3.516		3073	32.0	1536	55.6
5917	3.312		3134	31.4	1536	56.6
5918	3.672		3115	31.6	1536	56.2
5919	3.766		3191	30.8	1536	57.6
5920	3.500		3087	31.8	1536	55.6
5921	3.500		3098	31.7	1536	55.8
5922	3.578		3051	32.2	1536	54.9
5923	3.531		3143	31.3	1536	56.5
5924	3.453		3179	30.9	1536	57.1
5925	3.406		3087	31.8	1536	55.4
5926	3.312		3030	32.4	1536	54.3
5927	3.562		3203	30.7	1536	57.3
5928	3.609		3044	32.3	1536	54.4
5929	3.609		3091	31.8	1536	55.2
5930	3.500		3207	30.7	1536	57.2
5931	3.672		3161	31.1	1536	56.4
5932	3.297		3176	31.0	1536	56.6
5933	3.656		3069	32.0	1536	54.6
5934	3.594		3053	32.2	1536	54.3
5935	3.703		2997	32.8	1536	53.2
5936	3.703		3077	32.0	1536	54.6
5937	3.750		3134	31.4	1536	55.6
5938	3.406		3077	31.9	1536	54.5
5939	3.812		3020	32.6	1536	53.5
5940	3.594		3055	32.2	1536	54.0
5941	3.562		3127	31.4	1536	55.2
5942	3.703		3018	32.6	1536	53.3
5943	3.734		3120	31.5	1536	55.0
5944	3.797		3140	31.3	1536	55.3
5945	3.359		3163	31.1	1536	55.7
5946	3.594		3168	31.0	1536	55.7
5947	3.797		3173	31.0	1536	55.7
5948	3.562		3048	32.3	1536	53.5
